"Reservoir","Date","Site","Duration_days","Depth_m","TrapRep","TrapXSA_m2","TrapVol_L","CollectionVol_L","FilterRep","FilterVol_L","FilterMassPre_g","FilterMassPost_g","SedMass_g","SedFlux_gm2d","FilterID","Flag_CollectionVol_L","Flag_SedMass_g","Flag_Duration_days"
"FCR",2020-11-02,50,14,8,2,0.0040715,1.8,1.774,1,0.05,0.117,0.126,0.00899999999999999,5.60200698233364,"F_sed_8m_R2_F1_02Nov20",1,1,1
"FCR",2020-11-02,50,14,8,2,0.0040715,1.8,1.774,2,0.054,0.116,0.127,0.011,6.33971983597429,"F_sed_8m_R2_F2_02Nov20",1,1,1
"FCR",2020-11-02,50,14,8,2,0.0040715,1.8,1.774,3,0.06,0.116,0.129,0.013,6.74315655280902,"F_sed_8m_R2_F3_02Nov20",1,1,1
"FCR",2020-11-02,50,14,8,2,0.0040715,1.8,1.774,4,0.05,0.116,0.125,0.00899999999999999,5.60200698233364,"F_sed_8m_R2_F4_02Nov20",1,1,1
"FCR",2020-11-09,50,7,4,1,0.0040715,1.8,1.375,1,0.075,0.115,0.12,0.00499999999999999,3.21631784237703,"F_sed_4m_R1_F1_09Nov20",1,1,1
"FCR",2020-11-09,50,7,4,1,0.0040715,1.8,1.375,2,0.055,0.117,0.118,0.000999999999999987,0.877177593375543,"F_sed_4m_R1_F2_09Nov20",1,1,1
"FCR",2020-11-09,50,7,4,1,0.0040715,1.8,1.375,3,0.055,0.114,0.12,0.00599999999999999,5.26306556025332,"F_sed_4m_R1_F3_09Nov20",1,1,1
"FCR",2020-11-09,50,7,4,1,0.0040715,1.8,1.375,4,0.06,0.115,0.12,0.00499999999999999,4.02039730297129,"F_sed_4m_R1_F4_09Nov20",1,1,1
"FCR",2020-11-09,50,7,4,2,0.0040715,1.8,1.52,1,0.055,0.115,0.119,0.00399999999999999,3.87871983107153,"F_sed_4m_R2_F1_09Nov20",1,1,1
"FCR",2020-11-09,50,7,4,2,0.0040715,1.8,1.52,2,0.06,0.115,0.118,0.00299999999999999,2.66661988386168,"F_sed_4m_R2_F2_09Nov20",1,1,1
"FCR",2020-11-09,50,7,4,2,0.0040715,1.8,1.52,3,0.09,0.116,0.121,0.00499999999999999,2.96291098206854,"F_sed_4m_R2_F3_09Nov20",1,1,1
"FCR",2020-11-09,50,7,4,2,0.0040715,1.8,1.52,4,0.075,0.116,0.121,0.00499999999999999,3.55549317848224,"F_sed_4m_R2_F4_09Nov20",1,1,1
"FCR",2020-11-09,50,7,8,1,0.0040715,1.8,1.773,1,0.055,0.116,0.124,0.00799999999999999,9.0486450795919,"F_sed_8m_R1_F1_09Nov20",1,1,1
"FCR",2020-11-09,50,7,8,1,0.0040715,1.8,1.773,2,0.05,0.117,0.124,0.00699999999999999,8.7093208891072,"F_sed_8m_R1_F2_09Nov20",1,1,1
"FCR",2020-11-09,50,7,8,1,0.0040715,1.8,1.773,3,0.048,0.116,0.122,0.00599999999999999,7.77617936527428,"F_sed_8m_R1_F3_09Nov20",1,1,1
"FCR",2020-11-09,50,7,8,1,0.0040715,1.8,1.773,4,0.06,0.117,0.125,0.00799999999999999,8.29459132295924,"F_sed_8m_R1_F4_09Nov20",1,1,1
"FCR",2020-11-09,50,7,8,2,0.0040715,1.8,1.783,1,0.055,0.117,0.124,0.00699999999999999,7.96222075848748,"F_sed_8m_R2_F1_09Nov20",1,1,1
"FCR",2020-11-09,50,7,8,2,0.0040715,1.8,1.783,2,0.05,0.116,0.123,0.00699999999999999,8.75844283433623,"F_sed_8m_R2_F2_09Nov20",1,1,1
"FCR",2020-11-09,50,7,8,2,0.0040715,1.8,1.783,3,0.053,0.117,0.124,0.00699999999999999,8.26268191918512,"F_sed_8m_R2_F3_09Nov20",1,1,1
"FCR",2020-11-09,50,7,8,2,0.0040715,1.8,1.783,4,0.055,NA,0.124,NA,NA,"F_sed_8m_R2_F4_09Nov20",1,2,1
"FCR",2021-06-07,50,14,4,1,0.0040715,1.8,1.756,1,0.1,0.116,0.117,0.001,0.308064770793495,"F_sed_4m_R1_F1_07Jun21",1,1,1
"FCR",2021-06-07,50,14,4,1,0.0040715,1.8,1.756,2,0.102,0.117,0.118,0.000999999999999987,0.302024285091658,"F_sed_4m_R1_F2_07Jun21",1,1,1
"FCR",2021-06-07,50,14,4,1,0.0040715,1.8,1.756,3,0.097,0.116,0.117,0.001,0.317592547209789,"F_sed_4m_R1_F3_07Jun21",1,1,1
"FCR",2021-06-07,50,14,4,1,0.0040715,1.8,1.756,4,0.097,0.116,0.117,0.001,0.317592547209789,"F_sed_4m_R1_F4_07Jun21",1,1,1
"FCR",2021-06-07,50,14,4,2,0.0040715,1.8,1.798,1,0.098,0.117,0.118,0.000999999999999987,0.32187047201821,"F_sed_4m_R2_F1_07Jun21",1,1,1
"FCR",2021-06-07,50,14,4,2,0.0040715,1.8,1.798,2,0.1,0.116,0.119,0.00299999999999999,0.946299187733545,"F_sed_4m_R2_F2_07Jun21",1,1,1
"FCR",2021-06-07,50,14,4,2,0.0040715,1.8,1.798,3,0.2,0.117,0.12,0.00299999999999999,0.473149593866773,"F_sed_4m_R2_F3_07Jun21",1,1,1
"FCR",2021-06-07,50,14,4,2,0.0040715,1.8,1.798,4,0.201,0.117,0.121,0.00399999999999999,0.627727487717112,"F_sed_4m_R2_F4_07Jun21",1,1,1
"FCR",2021-06-07,50,14,8,1,0.0040715,1.8,1.774,1,0.1,0.117,0.122,0.00499999999999999,1.55611305064823,"F_sed_8m_R1_F1_07Jun21",1,1,1
"FCR",2021-06-07,50,14,8,1,0.0040715,1.8,1.774,2,0.095,0.117,0.12,0.00299999999999999,0.982808242514671,"F_sed_8m_R1_F2_07Jun21",1,1,1
"FCR",2021-06-07,50,14,8,1,0.0040715,1.8,1.774,3,0.104,0.118,0.122,0.004,1.19701003896018,"F_sed_8m_R1_F3_07Jun21",1,1,1
"FCR",2021-06-07,50,14,8,1,0.0040715,1.8,1.774,4,0.105,0.117,0.121,0.00399999999999999,1.18560994335103,"F_sed_8m_R1_F4_07Jun21",1,1,1
"FCR",2021-06-07,50,14,8,2,0.0040715,1.8,1.781,1,0.1,0.117,0.119,0.00199999999999999,0.624901317520742,"F_sed_8m_R2_F1_07Jun21",1,1,1
"FCR",2021-06-07,50,14,8,2,0.0040715,1.8,1.781,2,0.103,0.114,0.117,0.003,0.910050462408853,"F_sed_8m_R2_F2_07Jun21",1,1,1
"FCR",2021-06-07,50,14,8,2,0.0040715,1.8,1.781,3,0.106,0.114,0.117,0.003,0.884294317246339,"F_sed_8m_R2_F3_07Jun21",1,1,1
"FCR",2021-06-07,50,14,8,2,0.0040715,1.8,1.781,4,0.098,0.116,0.118,0.00199999999999999,0.63765440563341,"F_sed_8m_R2_F4_07Jun21",1,1,1
"FCR",2021-06-21,50,14,4,1,0.0040715,1.8,1.701,1,0.15,0.114,0.118,0.00399999999999999,0.795775512710301,"F_sed_4m_R1_F1_21Jun21",1,1,1
"FCR",2021-06-21,50,14,4,1,0.0040715,1.8,1.701,2,0.15,0.114,0.115,0.001,0.198943878177576,"F_sed_4m_R1_F2_21Jun21",1,1,1
"FCR",2021-06-21,50,14,4,1,0.0040715,1.8,1.701,3,0.152,0.114,0.116,0.002,0.392652391139953,"F_sed_4m_R1_F3_21Jun21",1,1,1
"FCR",2021-06-21,50,14,4,1,0.0040715,1.8,1.701,4,0.149,0.114,0.115,0.001,0.200279071990848,"F_sed_4m_R1_F4_21Jun21",1,1,1
"FCR",2021-06-21,50,14,4,2,0.0040715,1.8,1.715,1,0.153,0.115,0.116,0.001,0.196648310148899,"F_sed_4m_R2_F1_21Jun21",1,1,1
"FCR",2021-06-21,50,14,4,2,0.0040715,1.8,1.715,2,0.149,0.115,0.117,0.002,0.403854918829283,"F_sed_4m_R2_F2_21Jun21",1,1,1
"FCR",2021-06-21,50,14,4,2,0.0040715,1.8,1.715,3,0.197,0.114,0.117,0.003,0.458180580499212,"F_sed_4m_R2_F3_21Jun21",1,1,1
"FCR",2021-06-21,50,14,4,2,0.0040715,1.8,1.715,4,0.198,0.114,0.119,0.00499999999999999,0.759777561938926,"F_sed_4m_R2_F4_21Jun21",1,1,1
"FCR",2021-06-21,50,14,8,1,0.0040715,1.8,1.733,1,0.198,0.114,0.147,0.033,5.06716256439945,"F_sed_8m_R1_F1_21Jun21",1,1,1
"FCR",2021-06-21,50,14,8,1,0.0040715,1.8,1.733,2,0.204,0.113,0.149,0.036,5.3652309505406,"F_sed_8m_R1_F2_21Jun21",1,1,1
"FCR",2021-06-21,50,14,8,1,0.0040715,1.8,1.733,3,0.203,0.114,0.149,0.035,5.24189230799943,"F_sed_8m_R1_F3_21Jun21",1,1,1
"FCR",2021-06-21,50,14,8,1,0.0040715,1.8,1.733,4,0.198,0.114,0.148,0.034,5.22071294513883,"F_sed_8m_R1_F4_21Jun21",1,1,1
"FCR",2021-06-21,50,14,8,2,0.0040715,1.8,1.596,1,0.096,0.114,0.131,0.017,4.95824634655532,"F_sed_8m_R2_F1_21Jun21",1,1,1
"FCR",2021-06-21,50,14,8,2,0.0040715,1.8,1.596,2,0.1,0.114,0.129,0.015,4.19992631708216,"F_sed_8m_R2_F2_21Jun21",1,1,1
"FCR",2021-06-21,50,14,8,2,0.0040715,1.8,1.596,3,0.097,0.114,0.129,0.015,4.32982094544552,"F_sed_8m_R2_F3_21Jun21",1,1,1
"FCR",2021-06-21,50,14,8,2,0.0040715,1.8,1.596,4,0.098,0.115,0.129,0.014,3.99992982579253,"F_sed_8m_R2_F4_21Jun21",1,1,1
"BVR",2021-06-28,50,14,10,1,0.0040715,1.8,1.783,1,0.15,0.113,0.128,0.015,3.12801529797723,"B_sed_10m_R1_F1_28Jun21",1,1,2
"BVR",2021-06-28,50,14,10,1,0.0040715,1.8,1.783,2,0.151,0.115,0.125,0.01,2.07153330991869,"B_sed_10m_R1_F2_28Jun21",1,1,2
"BVR",2021-06-28,50,14,10,1,0.0040715,1.8,1.783,3,0.152,0.115,0.129,0.014,2.88106672182113,"B_sed_10m_R1_F3_28Jun21",1,1,2
"BVR",2021-06-28,50,14,10,1,0.0040715,1.8,1.783,4,0.149,0.115,0.128,0.013,2.72914086400698,"B_sed_10m_R1_F4_28Jun21",1,1,2
"BVR",2021-06-28,50,14,10,2,0.0040715,1.8,1.782,1,0.146,0.115,0.129,0.014,2.9977844656895,"B_sed_10m_R2_F1_28Jun21",1,1,2
"BVR",2021-06-28,50,14,10,2,0.0040715,1.8,1.782,2,0.15,0.115,0.129,0.014,2.91784354660445,"B_sed_10m_R2_F2_28Jun21",1,1,2
"BVR",2021-06-28,50,14,10,2,0.0040715,1.8,1.782,3,0.145,0.115,0.126,0.011,2.37164623246174,"B_sed_10m_R2_F3_28Jun21",1,1,2
"BVR",2021-06-28,50,14,10,2,0.0040715,1.8,1.782,4,0.149,0.115,0.127,0.012,2.51779404788495,"B_sed_10m_R2_F4_28Jun21",1,1,2
"FCR",2021-07-09,50,18,4,1,0.0040715,1.8,1.373,1,0.2,0.114,0.125,0.011,1.03040102610286,"F_sed_4m_R1_F1_09Jul21",1,1,1
"FCR",2021-07-09,50,18,4,1,0.0040715,1.8,1.373,2,0.2,0.115,0.126,0.011,1.03040102610286,"F_sed_4m_R1_F2_09Jul21",1,1,1
"FCR",2021-07-09,50,18,4,1,0.0040715,1.8,1.373,3,0.207,0.115,0.126,0.011,0.995556546959281,"F_sed_4m_R1_F3_09Jul21",1,1,1
"FCR",2021-07-09,50,18,4,1,0.0040715,1.8,1.373,4,0.196,0.115,0.124,0.00899999999999999,0.860260596931883,"F_sed_4m_R1_F4_09Jul21",1,1,1
"FCR",2021-07-09,50,18,4,2,0.0040715,1.8,1.414,1,0.199,0.115,0.123,0.00799999999999999,0.775638532147961,"F_sed_4m_R2_F1_09Jul21",1,1,1
"FCR",2021-07-09,50,18,4,2,0.0040715,1.8,1.414,2,0.201,0.115,0.123,0.00799999999999999,0.76792073580818,"F_sed_4m_R2_F2_09Jul21",1,1,1
"FCR",2021-07-09,50,18,4,2,0.0040715,1.8,1.414,3,0.196,0.113,0.124,0.011,1.0828270069336,"F_sed_4m_R2_F3_09Jul21",1,1,1
"FCR",2021-07-09,50,18,4,2,0.0040715,1.8,1.414,4,0.199,0.115,0.125,0.01,0.969548165184951,"F_sed_4m_R2_F4_09Jul21",1,1,1
"FCR",2021-07-09,50,18,8,1,0.0040715,1.8,1.402,1,0.104,0.114,0.128,0.014,2.5752284747741,"F_sed_8m_R1_F1_09Jul21",1,1,1
"FCR",2021-07-09,50,18,8,1,0.0040715,1.8,1.402,2,0.105,0.114,0.127,0.013,2.36850945435005,"F_sed_8m_R1_F2_09Jul21",1,1,1
"FCR",2021-07-09,50,18,8,1,0.0040715,1.8,1.402,3,0.099,0.115,0.127,0.012,2.31882044481823,"F_sed_8m_R1_F3_09Jul21",1,1,1
"FCR",2021-07-09,50,18,8,1,0.0040715,1.8,1.402,4,0.104,0.115,0.128,0.013,2.3912835837188,"F_sed_8m_R1_F4_09Jul21",1,1,1
"FCR",2021-07-09,50,18,8,2,0.0040715,1.8,1.405,1,0.1,0.114,0.126,0.012,2.30054443489295,"F_sed_8m_R2_F1_09Jul21",1,1,1
"FCR",2021-07-09,50,18,8,2,0.0040715,1.8,1.405,2,0.101,0.115,0.128,0.013,2.46758066448914,"F_sed_8m_R2_F2_09Jul21",1,1,1
"FCR",2021-07-09,50,18,8,2,0.0040715,1.8,1.405,3,0.105,0.115,0.128,0.013,2.37357759155622,"F_sed_8m_R2_F3_09Jul21",1,1,1
"FCR",2021-07-09,50,18,8,2,0.0040715,1.8,1.405,4,0.099,0.115,0.128,0.013,2.51743077892327,"F_sed_8m_R2_F4_09Jul21",1,1,1
"BVR",2021-07-12,50,14,10,1,0.0040715,1.8,1.748,1,0.099,0.115,0.124,0.00899999999999999,2.78782987858267,"B_sed_10m_R1_F1_12Jul21",1,1,1
"BVR",2021-07-12,50,14,10,1,0.0040715,1.8,1.748,2,0.1,0.114,0.124,0.01,3.06661286644094,"B_sed_10m_R1_F2_12Jul21",1,1,1
"BVR",2021-07-12,50,14,10,1,0.0040715,1.8,1.748,3,0.099,0.115,0.124,0.00899999999999999,2.78782987858267,"B_sed_10m_R1_F3_12Jul21",1,1,1
"BVR",2021-07-12,50,14,10,1,0.0040715,1.8,1.748,4,0.1,0.114,0.124,0.01,3.06661286644094,"B_sed_10m_R1_F4_12Jul21",1,1,1
"BVR",2021-07-12,50,14,10,2,0.0040715,1.8,1.759,1,0.1,0.114,0.121,0.00699999999999999,2.16013754144664,"B_sed_10m_R2_F1_12Jul21",1,1,1
"BVR",2021-07-12,50,14,10,2,0.0040715,1.8,1.759,2,0.101,0.113,0.121,0.00799999999999999,2.44428576118432,"B_sed_10m_R2_F2_12Jul21",1,1,1
"BVR",2021-07-12,50,14,10,2,0.0040715,1.8,1.759,3,0.148,0.114,0.124,0.01,2.08507484695622,"B_sed_10m_R2_F3_12Jul21",1,1,1
"BVR",2021-07-12,50,14,10,2,0.0040715,1.8,1.759,4,0.15,0.114,0.127,0.013,2.67445600369584,"B_sed_10m_R2_F4_12Jul21",1,1,1
"FCR",2021-07-21,50,12,4,1,0.0040715,1.8,1.779,1,0.149,0.115,0.121,0.00599999999999999,1.46624061346386,"F_sed_4m_R1_F1_21Jul21",1,1,1
"FCR",2021-07-21,50,12,4,1,0.0040715,1.8,1.779,2,0.15,0.115,0.12,0.00499999999999999,1.21372139670064,"F_sed_4m_R1_F2_21Jul21",1,1,1
"FCR",2021-07-21,50,12,4,1,0.0040715,1.8,1.779,3,0.152,0.115,0.12,0.00499999999999999,1.197751378323,"F_sed_4m_R1_F3_21Jul21",1,1,1
"FCR",2021-07-21,50,12,4,1,0.0040715,1.8,1.779,4,0.158,0.115,0.12,0.00499999999999999,1.15226714876643,"F_sed_4m_R1_F4_21Jul21",1,1,1
"FCR",2021-07-21,50,12,4,2,0.0040715,1.8,1.697,1,0.157,0.115,0.12,0.00499999999999999,1.10615633032996,"F_sed_4m_R2_F1_21Jul21",1,1,1
"FCR",2021-07-21,50,12,4,2,0.0040715,1.8,1.697,2,0.15,0.116,0.122,0.00599999999999999,1.38933235089443,"F_sed_4m_R2_F2_21Jul21",1,1,1
"FCR",2021-07-21,50,12,4,2,0.0040715,1.8,1.697,3,0.155,0.115,0.12,0.00499999999999999,1.12042931523744,"F_sed_4m_R2_F3_21Jul21",1,1,1
"FCR",2021-07-21,50,12,4,2,0.0040715,1.8,1.697,4,0.165,0.114,0.121,0.00699999999999999,1.4735343115547,"F_sed_4m_R2_F4_21Jul21",1,1,1
"FCR",2021-07-21,50,12,8,1,0.0040715,1.8,1.772,1,0.1,0.114,0.123,0.00899999999999999,3.26415326046911,"F_sed_8m_R1_F1_21Jul21",1,1,1
"FCR",2021-07-21,50,12,8,1,0.0040715,1.8,1.772,2,0.1,0.114,0.122,0.00799999999999999,2.90146956486143,"F_sed_8m_R1_F2_21Jul21",1,1,1
"FCR",2021-07-21,50,12,8,1,0.0040715,1.8,1.772,3,0.102,0.115,0.122,0.00699999999999999,2.48900575417035,"F_sed_8m_R1_F3_21Jul21",1,1,1
"FCR",2021-07-21,50,12,8,1,0.0040715,1.8,1.772,4,0.1,0.114,0.123,0.00899999999999999,3.26415326046911,"F_sed_8m_R1_F4_21Jul21",1,1,1
"FCR",2021-07-21,50,12,8,2,0.0040715,1.8,1.745,1,0.095,0.115,0.123,0.00799999999999999,3.00764190963716,"F_sed_8m_R2_F1_21Jul21",1,1,1
"FCR",2021-07-21,50,12,8,2,0.0040715,1.8,1.745,2,0.11,0.116,0.124,0.00799999999999999,2.59750892195937,"F_sed_8m_R2_F2_21Jul21",1,1,1
"FCR",2021-07-21,50,12,8,2,0.0040715,1.8,1.745,3,0.1,0.114,0.123,0.00899999999999999,3.21441729092472,"F_sed_8m_R2_F3_21Jul21",1,1,1
"FCR",2021-07-21,50,12,8,2,0.0040715,1.8,1.745,4,0.11,0.114,0.122,0.00799999999999999,2.59750892195937,"F_sed_8m_R2_F4_21Jul21",1,1,1
"BVR",2021-07-26,50,14,5,1,0.0040715,1.8,1.77,1,0.15,0.115,0.122,0.00699999999999999,1.44909738425642,"B_sed_5m_R1_F1_26Jul21",1,1,1
"BVR",2021-07-26,50,14,5,1,0.0040715,1.8,1.77,2,0.155,0.114,0.123,0.00899999999999999,1.80302439515775,"B_sed_5m_R1_F2_26Jul21",1,1,1
"BVR",2021-07-26,50,14,5,1,0.0040715,1.8,1.77,3,0.145,0.115,0.123,0.00799999999999999,1.71321858237212,"B_sed_5m_R1_F3_26Jul21",1,1,1
"BVR",2021-07-26,50,14,5,1,0.0040715,1.8,1.77,4,0.15,0.115,0.121,0.00599999999999999,1.24208347221978,"B_sed_5m_R1_F4_26Jul21",1,1,1
"BVR",2021-07-26,50,14,5,2,0.0040715,1.8,1.596,1,0.145,0.115,0.12,0.00499999999999999,0.965500302777506,"B_sed_5m_R2_F1_26Jul21",1,1,1
"BVR",2021-07-26,50,14,5,2,0.0040715,1.8,1.596,2,0.145,0.115,0.12,0.00499999999999999,0.965500302777506,"B_sed_5m_R2_F2_26Jul21",1,1,1
"BVR",2021-07-26,50,14,5,2,0.0040715,1.8,1.596,3,0.146,0.113,0.119,0.00599999999999999,1.15066474440607,"B_sed_5m_R2_F3_26Jul21",1,1,1
"BVR",2021-07-26,50,14,5,2,0.0040715,1.8,1.596,4,0.16,0.114,0.121,0.00699999999999999,1.22497850914896,"B_sed_5m_R2_F4_26Jul21",1,1,1
"BVR",2021-07-26,50,14,10,1,0.0040715,1.8,1.789,1,0.095,0.115,0.125,0.01,3.30372782010288,"B_sed_10m_R1_F1_26Jul21",1,1,1
"BVR",2021-07-26,50,14,10,1,0.0040715,1.8,1.789,2,0.104,0.115,0.125,0.01,3.01782829720936,"B_sed_10m_R1_F2_26Jul21",1,1,1
"BVR",2021-07-26,50,14,10,1,0.0040715,1.8,1.789,3,0.095,0.114,0.122,0.00799999999999999,2.6429822560823,"B_sed_10m_R1_F3_26Jul21",1,1,1
"BVR",2021-07-26,50,14,10,1,0.0040715,1.8,1.789,4,0.105,0.115,0.123,0.00799999999999999,2.39126966026494,"B_sed_10m_R1_F4_26Jul21",1,1,1
"BVR",2021-07-26,50,14,10,2,0.0040715,1.8,1.782,1,0.162,0.115,0.129,0.014,2.70170698759671,"B_sed_10m_R2_F1_26Jul21",1,1,1
"BVR",2021-07-26,50,14,10,2,0.0040715,1.8,1.782,2,0.155,0.115,0.127,0.012,2.42033105248295,"B_sed_10m_R2_F2_26Jul21",1,1,1
"BVR",2021-07-26,50,14,10,2,0.0040715,1.8,1.782,3,0.145,0.114,0.126,0.012,2.58725043541281,"B_sed_10m_R2_F3_26Jul21",1,1,1
"BVR",2021-07-26,50,14,10,2,0.0040715,1.8,1.782,4,0.14,0.115,0.126,0.011,2.45634788362109,"B_sed_10m_R2_F4_26Jul21",1,1,1
"FCR",2021-08-02,50,12,4,1,0.0040715,1.8,1.764,1,0.16,0.114,0.122,0.00799999999999999,1.80523148716689,"F_sed_4m_R1_F1_02Aug21",1,1,1
"FCR",2021-08-02,50,12,4,1,0.0040715,1.8,1.764,2,0.154,0.115,0.125,0.01,2.34445647684012,"F_sed_4m_R1_F2_02Aug21",1,1,1
"FCR",2021-08-02,50,12,4,1,0.0040715,1.8,1.764,3,0.15,0.115,0.123,0.00799999999999999,1.92558025297802,"F_sed_4m_R1_F3_02Aug21",1,1,1
"FCR",2021-08-02,50,12,4,1,0.0040715,1.8,1.764,4,0.145,0.115,0.123,0.00799999999999999,1.99197957204622,"F_sed_4m_R1_F4_02Aug21",1,1,1
"FCR",2021-08-02,50,12,4,2,0.0040715,1.8,1.805,1,0.165,0.114,0.123,0.00899999999999999,2.01511616223639,"F_sed_4m_R2_F1_02Aug21",1,1,1
"FCR",2021-08-02,50,12,4,2,0.0040715,1.8,1.805,2,0.15,0.114,0.123,0.00899999999999999,2.21662777846003,"F_sed_4m_R2_F2_02Aug21",1,1,1
"FCR",2021-08-02,50,12,4,2,0.0040715,1.8,1.805,3,0.155,0.117,0.126,0.00899999999999999,2.14512365657422,"F_sed_4m_R2_F3_02Aug21",1,1,1
"FCR",2021-08-02,50,12,4,2,0.0040715,1.8,1.805,4,0.155,0.114,0.122,0.00799999999999999,1.90677658362153,"F_sed_4m_R2_F4_02Aug21",1,1,1
"FCR",2021-08-02,50,12,8,1,0.0040715,1.8,1.781,1,0.1,0.115,0.127,0.012,4.37430922264522,"F_sed_8m_R1_F1_02Aug21",1,1,1
"FCR",2021-08-02,50,12,8,1,0.0040715,1.8,1.781,2,0.104,0.114,0.127,0.013,4.5565721069221,"F_sed_8m_R1_F2_02Aug21",1,1,1
"FCR",2021-08-02,50,12,8,1,0.0040715,1.8,1.781,3,0.1,0.115,0.129,0.014,5.10336075975275,"F_sed_8m_R1_F3_02Aug21",1,1,1
"FCR",2021-08-02,50,12,8,1,0.0040715,1.8,1.781,4,0.115,0.117,0.135,0.018,5.70562072518941,"F_sed_8m_R1_F4_02Aug21",1,1,1
"FCR",2021-08-02,50,12,8,2,0.0040715,1.8,1.791,1,0.1,0.118,0.134,0.016,5.86516026034632,"F_sed_8m_R2_F1_02Aug21",1,1,1
"FCR",2021-08-02,50,12,8,2,0.0040715,1.8,1.791,2,0.103,0.117,0.135,0.018,6.40612164358213,"F_sed_8m_R2_F2_02Aug21",1,1,1
"FCR",2021-08-02,50,12,8,2,0.0040715,1.8,1.791,3,0.094,0.115,0.131,0.016,6.23953219185778,"F_sed_8m_R2_F3_02Aug21",1,1,1
"FCR",2021-08-02,50,12,8,2,0.0040715,1.8,1.791,4,0.105,0.117,0.137,0.02,6.98233364326942,"F_sed_8m_R2_F4_02Aug21",1,1,1
"BVR",2021-08-09,50,14,5,1,0.0040715,1.8,1.769,1,0.154,0.116,0.123,0.00699999999999999,1.41066105698305,"B_sed_5m_R1_F1_09Aug21",1,1,1
"BVR",2021-08-09,50,14,5,1,0.0040715,1.8,1.769,2,0.144,0.116,0.123,0.00699999999999999,1.50862363038465,"B_sed_5m_R1_F2_09Aug21",1,1,1
"BVR",2021-08-09,50,14,5,1,0.0040715,1.8,1.769,3,0.144,0.116,0.122,0.00599999999999999,1.29310596890113,"B_sed_5m_R1_F3_09Aug21",1,1,1
"BVR",2021-08-09,50,14,5,1,0.0040715,1.8,1.769,4,0.152,0.116,0.123,0.00699999999999999,1.4292223866802,"B_sed_5m_R1_F4_09Aug21",1,1,1
"BVR",2021-08-09,50,14,5,2,0.0040715,1.8,1.707,1,0.14,0.117,0.123,0.00599999999999999,1.2834361301932,"B_sed_5m_R2_F1_09Aug21",1,1,1
"BVR",2021-08-09,50,14,5,2,0.0040715,1.8,1.707,2,0.14,0.117,0.123,0.00599999999999999,1.2834361301932,"B_sed_5m_R2_F2_09Aug21",1,1,1
"BVR",2021-08-09,50,14,5,2,0.0040715,1.8,1.707,3,0.142,0.117,0.124,0.00699999999999999,1.47625282580908,"B_sed_5m_R2_F3_09Aug21",1,1,1
"BVR",2021-08-09,50,14,5,2,0.0040715,1.8,1.707,4,0.14,0.116,0.122,0.00599999999999999,1.2834361301932,"B_sed_5m_R2_F4_09Aug21",1,1,1
"BVR",2021-08-09,50,14,10,1,0.0040715,1.8,1.8,1,0.062,0.116,0.124,0.00799999999999999,4.07463140148645,"B_sed_10m_R1_F1_09Aug21",1,1,1
"BVR",2021-08-09,50,14,10,1,0.0040715,1.8,1.8,2,0.07,0.115,0.123,0.00799999999999999,3.60895924131657,"B_sed_10m_R1_F2_09Aug21",1,1,1
"BVR",2021-08-09,50,14,10,1,0.0040715,1.8,1.8,3,0.078,0.116,0.124,0.00799999999999999,3.23880957554051,"B_sed_10m_R1_F3_09Aug21",1,1,1
"BVR",2021-08-09,50,14,10,1,0.0040715,1.8,1.8,4,0.07,0.116,0.123,0.00699999999999999,3.15783933615199,"B_sed_10m_R1_F4_09Aug21",1,1,1
"BVR",2021-08-09,50,14,10,2,0.0040715,1.8,1.764,1,0.088,0.116,0.124,0.00799999999999999,2.81334777220814,"B_sed_10m_R2_F1_09Aug21",1,1,1
"BVR",2021-08-09,50,14,10,2,0.0040715,1.8,1.764,2,0.08,0.117,0.124,0.00699999999999999,2.70784723075033,"B_sed_10m_R2_F2_09Aug21",1,1,1
"BVR",2021-08-09,50,14,10,2,0.0040715,1.8,1.764,3,0.084,0.117,0.125,0.00799999999999999,2.94731671374186,"B_sed_10m_R2_F3_09Aug21",1,1,1
"BVR",2021-08-09,50,14,10,2,0.0040715,1.8,1.764,4,0.082,0.117,0.124,0.00699999999999999,2.64180217634179,"B_sed_10m_R2_F4_09Aug21",1,1,1
"FCR",2021-08-16,50,14,4,1,0.0040715,1.8,1.764,1,0.15,0.116,0.125,0.00899999999999999,1.85680952965737,"F_sed_4m_R1_F1_16Aug21",1,1,1
"FCR",2021-08-16,50,14,4,1,0.0040715,1.8,1.764,2,0.15,0.116,0.125,0.00899999999999999,1.85680952965737,"F_sed_4m_R1_F2_16Aug21",1,1,1
"FCR",2021-08-16,50,14,4,1,0.0040715,1.8,1.764,3,0.152,0.117,0.123,0.00599999999999999,1.22158521687985,"F_sed_4m_R1_F3_16Aug21",1,1,1
"FCR",2021-08-16,50,14,4,1,0.0040715,1.8,1.764,4,0.152,0.117,0.124,0.00699999999999999,1.42518275302649,"F_sed_4m_R1_F4_16Aug21",1,1,1
"FCR",2021-08-16,50,14,4,2,0.0040715,1.8,1.539,1,0.152,0.118,0.126,0.00800000000000001,1.4210277012684,"F_sed_4m_R2_F1_16Aug21",1,1,1
"FCR",2021-08-16,50,14,4,2,0.0040715,1.8,1.539,2,0.15,0.117,0.124,0.00699999999999999,1.25997789512465,"F_sed_4m_R2_F2_16Aug21",1,1,1
